pid,navd88_match_line,navd88_ft,ngvd29_flag,ngvd29_ft,error
KT0536,"NAVD 88
 ORTHO HEIGHT - 306.44 (+/-2cm) 1005.4 (feet) VERTCON3",1005.4,False,1002.58,
FV0532,"NAVD 88
 ORTHO HEIGHT - 307.57 (+/-2cm) 1009.1 (feet) VERTCON3",1009.1,False,1006.21,
GU2334,"NAVD 88
 ORTHO HEIGHT - 306.88 (+/-2cm) 1006.8 (feet) VERTCON3",1006.8,False,1003.72,
GU2732,,,,,
EW4976,"NAVD 88
 ORTHO HEIGHT - 307.79 (+/-2cm) 1009.8 (feet) VERTCON3",1009.8,False,1007.2,
LU1636,,,,,
JS0481,"NAVD 88
 ORTHO HEIGHT - 308.03 (+/-2cm) 1010.6 (feet) VERTCON3",1010.6,False,1007.67,
HS0848,,,,,
LU1409,,,,,
KT1263,,,,,
EW4973,,,,,
KT0540,"NAVD 88
 ORTHO HEIGHT - 310.46 (+/-2cm) 1018.6 (feet) VERTCON3",1018.6,False,1015.77,
KT0453,"NAVD 88
 ORTHO HEIGHT - 309.55 (+/-2cm) 1015.6 (feet) VERTCON3",1015.6,False,1012.84,
JS0471,"NAVD 88
 ORTHO HEIGHT - 310.51 (+/-2cm) 1018.7 (feet) VERTCON3",1018.7,False,1015.8,
KT0444,"NAVD 88
 ORTHO HEIGHT - 310.49 (+/-2cm) 1018.7 (feet) VERTCON3",1018.7,False,1015.91,
FV0110,"NAVD 88
 ORTHO HEIGHT - 311.37 (+/-2cm) 1021.6 (feet) VERTCON3",1021.6,False,1018.46,
HT1014,"NAVD 88
 ORTHO HEIGHT - 311.47 (+/-2cm) 1021.9 (feet) VERTCON3",1021.9,False,1018.44,
HT1385,"NAVD 88
 ORTHO HEIGHT - 311.92 (+/-2cm) 1023.4 (feet) VERTCON3",1023.4,False,1019.34,
GU1715,,,,,
LU1652,,,,,
FV0586,,,,,
HT0059,"NAVD 88
 ORTHO HEIGHT - 314.28 (+/-2cm) 1031.1 (feet) VERTCON3",1031.1,True,1028.05,
EW4971,"NAVD 88
 ORTHO HEIGHT - 314.537 (meters) 1031.94 (feet) ADJUSTED",1031.94,False,1030.09,
GU2372,"NAVD 88
 ORTHO HEIGHT - 316.79 (+/-2cm) 1039.3 (feet) VERTCON3",1039.3,False,1036.21,
KT1601,"NAVD 88
 ORTHO HEIGHT - 318.55 (+/-2cm) 1045.1 (feet) VERTCON3",1045.1,False,1042.08,
HR0612,"NAVD 88
 ORTHO HEIGHT - 320.08 (+/-2cm) 1050.1 (feet) VERTCON3",1050.1,False,1047.32,
JS0439,"NAVD 88
 ORTHO HEIGHT - 319.05 (+/-2cm) 1046.7 (feet) VERTCON3",1046.7,False,1043.92,
EW4969,,,,,
KT0542,"NAVD 88
 ORTHO HEIGHT - 319.08 (+/-2cm) 1046.8 (feet) VERTCON3",1046.8,False,1044.04,
FU2078,"NAVD 88
 ORTHO HEIGHT - 319.283 (meters) 1047.51 (feet) ADJUSTED",1047.51,False,1044.82,
GU0532,"NAVD 88
 ORTHO HEIGHT - 319.54 (+/-2cm) 1048.4 (feet) VERTCON3",1048.4,False,1045.39,
KT0543,"NAVD 88
 ORTHO HEIGHT - 319.92 (+/-2cm) 1049.6 (feet) VERTCON3",1049.6,False,1046.82,
KT1022,"NAVD 88
 ORTHO HEIGHT - 320.44 (+/-2cm) 1051.3 (feet) VERTCON3",1051.3,False,1048.33,
EW4968,,,,,
KT1337,"NAVD 88
 ORTHO HEIGHT - 320.61 (+/-2cm) 1051.9 (feet) VERTCON3",1051.9,False,1048.9,
LU1653,,,,,
HS2299,"NAVD 88
 ORTHO HEIGHT - 325.459 (meters) 1067.78 (feet) ADJUSTED",1067.78,True,1064.92,
HS0846,"NAVD 88
 ORTHO HEIGHT - 325.91 (+/-2cm) 1069.3 (feet) VERTCON3",1069.3,False,1066.64,
KT1020,"NAVD 88
 ORTHO HEIGHT - 326.16 (+/-2cm) 1070.1 (feet) VERTCON3",1070.1,False,1067.09,
EW4966,"NAVD 88
 ORTHO HEIGHT - 326.188 (meters) 1070.17 (feet) ADJUSTED",1070.17,False,1067.85,
KT0648,"NAVD 88
 ORTHO HEIGHT - 326.61 (+/-2cm) 1071.6 (feet) VERTCON3",1071.6,False,1068.85,
KT1088,"NAVD 88
 ORTHO HEIGHT - 327.09 (+/-2cm) 1073.1 (feet) VERTCON3",1073.1,False,1070.13,
GU2675,,,,,
FV0591,,,,,
GU1716,"NAVD 88
 ORTHO HEIGHT - 328.60 (+/-2cm) 1078.1 (feet) VERTCON3",1078.1,False,1074.98,
EW4964,"NAVD 88
 ORTHO HEIGHT - 328.613 (meters) 1078.12 (feet) READJUSTED",1078.12,False,1075.47,
LV0213,"NAVD 88
 ORTHO HEIGHT - 329.790 (meters) 1081.99 (feet) ADJUSTED",1081.99,True,1078.71,
KT1019,"NAVD 88
 ORTHO HEIGHT - 330.64 (+/-2cm) 1084.8 (feet) VERTCON3",1084.8,False,1081.8,
GU2337,"NAVD 88
 ORTHO HEIGHT - 330.22 (+/-2cm) 1083.4 (feet) VERTCON3",1083.4,False,1080.35,
GU2333,"NAVD 88
 ORTHO HEIGHT - 331.57 (+/-2cm) 1087.8 (feet) VERTCON3",1087.8,False,1084.74,
JT1278,"NAVD 88
 ORTHO HEIGHT - 331.26 (+/-2cm) 1086.8 (feet) VERTCON3",1086.8,False,1083.8,
MX0891,,,,,
JS0421,"NAVD 88
 ORTHO HEIGHT - 331.86 (+/-2cm) 1088.8 (feet) VERTCON3",1088.8,False,1085.96,
EW4962,,,,,
MX0890,,,,,
KT1017,"NAVD 88
 ORTHO HEIGHT - 333.11 (+/-2cm) 1092.9 (feet) VERTCON3",1092.9,False,1089.91,
MX0497,"NAVD 88
 ORTHO HEIGHT - 335.090 (meters) 1099.37 (feet) ADJUSTED",1099.37,True,1096.08,
GU1718,,,,,
MX0495,"NAVD 88
 ORTHO HEIGHT - 335.477 (meters) 1100.64 (feet) ADJUSTED",1100.64,True,1097.35,
FV0658,"NAVD 88
 ORTHO HEIGHT - 335.37 (+/-2cm) 1100.3 (feet) VERTCON3",1100.3,False,1097.3,
MX0486,"NAVD 88
 ORTHO HEIGHT - 335.844 (meters) 1101.85 (feet) ADJUSTED",1101.85,True,1098.51,
JT1564,,,,,
LU1321,"NAVD 88
 ORTHO HEIGHT - 336.50 (+/-2cm) 1104.0 (feet) VERTCON3",1104.0,False,1101.01,
FV0598,"NAVD 88
 ORTHO HEIGHT - 336.85 (+/-2cm) 1105.1 (feet) VERTCON3",1105.1,False,1102.18,
HT0070,"NAVD 88
 ORTHO HEIGHT - 337.91 (+/-2cm) 1108.6 (feet) VERTCON3",1108.6,False,1105.54,
EW4958,,,,,
JT1279,,,,,
MX0500,"NAVD 88
 ORTHO HEIGHT - 338.925 (meters) 1111.96 (feet) ADJUSTED",1111.96,True,1108.67,
KT1016,"NAVD 88
 ORTHO HEIGHT - 338.57 (+/-2cm) 1110.8 (feet) VERTCON3",1110.8,False,1107.82,
KT0544,"NAVD 88
 ORTHO HEIGHT - 339.17 (+/-2cm) 1112.8 (feet) VERTCON3",1112.8,False,1109.95,
JS0441,"NAVD 88
 ORTHO HEIGHT - 339.16 (+/-2cm) 1112.7 (feet) VERTCON3",1112.7,False,1109.92,
KS0839,,,,,
JS0617,,,,,
JS0429,"NAVD 88
 ORTHO HEIGHT - 341.53 (+/-2cm) 1120.5 (feet) VERTCON3",1120.5,False,1117.63,
KT0545,"NAVD 88
 ORTHO HEIGHT - 341.77 (+/-2cm) 1121.3 (feet) VERTCON3",1121.3,False,1118.48,
EW4956,,,,,
LV0363,"NAVD 88
 ORTHO HEIGHT - 342.003 (meters) 1122.05 (feet) ADJUSTED",1122.05,False,1118.95,
FU1392,"NAVD 88
 ORTHO HEIGHT - 343.357 (meters) 1126.50 (feet) ADJUSTED",1126.5,False,1123.79,
KT0445,"NAVD 88
 ORTHO HEIGHT - 343.09 (+/-2cm) 1125.6 (feet) VERTCON3",1125.6,False,1122.84,
LU1347,,,,,
KT0446,"NAVD 88
 ORTHO HEIGHT - 343.85 (+/-2cm) 1128.1 (feet) VERTCON3",1128.1,False,1125.36,
KT1014,"NAVD 88
 ORTHO HEIGHT - 344.11 (+/-2cm) 1129.0 (feet) VERTCON3",1129.0,False,1125.98,
HR0595,"NAVD 88
 ORTHO HEIGHT - 345.70 (+/-2cm) 1134.2 (feet) VERTCON3",1134.2,False,1131.54,
HS2314,"NAVD 88
 ORTHO HEIGHT - 345.77 (+/-2cm) 1134.4 (feet) VERTCON3",1134.4,True,1131.61,
HR0610,"NAVD 88
 ORTHO HEIGHT - 348.16 (+/-2cm) 1142.3 (feet) VERTCON3",1142.3,False,1139.37,
JS0438,"NAVD 88
 ORTHO HEIGHT - 347.16 (+/-2cm) 1139.0 (feet) VERTCON3",1139.0,False,1136.04,
KT1249,"NAVD 88
 ORTHO HEIGHT - 347.33 (+/-2cm) 1139.5 (feet) VERTCON3",1139.5,False,1136.51,
LU1337,"NAVD 88
 ORTHO HEIGHT - 348.01 (+/-2cm) 1141.8 (feet) VERTCON3",1141.8,False,1138.68,
LV0505,,,,,
GU2332,"NAVD 88
 ORTHO HEIGHT - 351.54 (+/-2cm) 1153.3 (feet) VERTCON3",1153.3,False,1150.25,
EW4950,"NAVD 88
 ORTHO HEIGHT - 351.303 (meters) 1152.57 (feet) ADJUSTED",1152.57,False,1149.9,
JS0370,,,,,
KT1611,,,,,
LU1333,"NAVD 88
 ORTHO HEIGHT - 354.61 (+/-2cm) 1163.4 (feet) VERTCON3",1163.4,False,1160.33,
FV0607,"NAVD 88
 ORTHO HEIGHT - 353.65 (+/-2cm) 1160.3 (feet) VERTCON3",1160.3,False,1157.3,
KT1625,,,,,
HT0060,"NAVD 88
 ORTHO HEIGHT - 355.35 (+/-2cm) 1165.8 (feet) VERTCON3",1165.8,True,1162.8,
KT1722,,,,,
LU1322,"NAVD 88
 ORTHO HEIGHT - 356.24 (+/-2cm) 1168.8 (feet) VERTCON3",1168.8,False,1165.74,
FU2218,"NAVD 88
 ORTHO HEIGHT - 356.777 (meters) 1170.53 (feet) ADJUSTED",1170.53,False,1167.82,
KT0546,"NAVD 88
 ORTHO HEIGHT - 356.83 (+/-2cm) 1170.7 (feet) VERTCON3",1170.7,False,1167.87,
KT1573,"NAVD 88
 ORTHO HEIGHT - 356.89 (+/-2cm) 1170.9 (feet) VERTCON3",1170.9,False,1167.86,
GU2674,"NAVD 88
 ORTHO HEIGHT - 356.95 (+/-2cm) 1171.1 (feet) VERTCON3",1171.1,False,1168.44,
KT1336,"NAVD 88
 ORTHO HEIGHT - 357.74 (+/-2cm) 1173.7 (feet) VERTCON3",1173.7,False,1170.7,
LU1334,"NAVD 88
 ORTHO HEIGHT - 359.44 (+/-2cm) 1179.3 (feet) VERTCON3",1179.3,False,1176.18,
KT1253,"NAVD 88
 ORTHO HEIGHT - 360.70 (+/-2cm) 1183.4 (feet) VERTCON3",1183.4,False,1180.7,
KT0734,"NAVD 88
 ORTHO HEIGHT - 359.41 (+/-2cm) 1179.2 (feet) VERTCON3",1179.2,False,1176.42,
HR0574,"NAVD 88
 ORTHO HEIGHT - 362.23 (+/-2cm) 1188.4 (feet) VERTCON3",1188.4,False,1185.73,
JS0433,"NAVD 88
 ORTHO HEIGHT - 360.80 (+/-2cm) 1183.7 (feet) VERTCON3",1183.7,False,1180.81,
LU0545,"NAVD 88
 ORTHO HEIGHT - 361.45 (+/-2cm) 1185.9 (feet) VERTCON3",1185.9,False,1183.33,
LU1331,"NAVD 88
 ORTHO HEIGHT - 362.37 (+/-2cm) 1188.9 (feet) VERTCON3",1188.9,False,1185.8,
JS2434,,,,,
KT1087,"NAVD 88
 ORTHO HEIGHT - 362.14 (+/-2cm) 1188.1 (feet) VERTCON3",1188.1,False,1185.12,
LU1335,,,,,
GU2722,,,,,
FU1393,"NAVD 88
 ORTHO HEIGHT - 363.220 (meters) 1191.66 (feet) ADJUSTED",1191.66,False,1188.96,
KT0449,"NAVD 88
 ORTHO HEIGHT - 363.84 (+/-2cm) 1193.7 (feet) VERTCON3",1193.7,False,1190.93,
KT1574,"NAVD 88
 ORTHO HEIGHT - 365.14 (+/-2cm) 1198.0 (feet) VERTCON3",1198.0,False,1194.96,
LU1332,"NAVD 88
 ORTHO HEIGHT - 365.73 (+/-2cm) 1199.9 (feet) VERTCON3",1199.9,False,1196.83,
GU0534,,,,,
FU1397,"NAVD 88
 ORTHO HEIGHT - 365.005 (meters) 1197.52 (feet) ADJUSTED",1197.52,False,1194.81,
JS0425,"NAVD 88
 ORTHO HEIGHT - 365.94 (+/-2cm) 1200.6 (feet) VERTCON3",1200.6,False,1197.68,
KT0454,"NAVD 88
 ORTHO HEIGHT - 366.25 (+/-2cm) 1201.6 (feet) VERTCON3",1201.6,False,1198.9,
KT0455,,,,,
JS0367,,,,,
FU1398,"NAVD 88
 ORTHO HEIGHT - 366.845 (meters) 1203.56 (feet) ADJUSTED",1203.56,False,1200.85,
LV0509,,,,,
LU0544,"NAVD 88
 ORTHO HEIGHT - 368.07 (+/-2cm) 1207.6 (feet) VERTCON3",1207.6,False,1205.04,
LU1338,"NAVD 88
 ORTHO HEIGHT - 368.12 (+/-2cm) 1207.7 (feet) VERTCON3",1207.7,False,1204.66,
HR0954,,,,,
JT1322,"NAVD 88
 ORTHO HEIGHT - 369.45 (+/-2cm) 1212.1 (feet) VERTCON3",1212.1,False,1209.11,
KT0255,"NAVD 88
 ORTHO HEIGHT - 370.40 (+/-2cm) 1215.2 (feet) VERTCON3",1215.2,False,1212.5,
KT0548,"NAVD 88
 ORTHO HEIGHT - 370.85 (+/-2cm) 1216.7 (feet) VERTCON3",1216.7,False,1213.79,
JS0637,"NAVD 88
 ORTHO HEIGHT - 371.35 (+/-2cm) 1218.3 (feet) VERTCON3",1218.3,False,1215.61,
KT1080,"NAVD 88
 ORTHO HEIGHT - 372.20 (+/-2cm) 1221.1 (feet) VERTCON3",1221.1,False,1218.11,
GU0538,"NAVD 88
 ORTHO HEIGHT - 372.71 (+/-2cm) 1222.8 (feet) VERTCON3",1222.8,False,1219.83,
MX0889,,,,,
JT1253,"NAVD 88
 ORTHO HEIGHT - 373.62 (+/-2cm) 1225.8 (feet) VERTCON3",1225.8,False,1222.81,
KT0256,"NAVD 88
 ORTHO HEIGHT - 373.63 (+/-2cm) 1225.8 (feet) VERTCON3",1225.8,False,1223.09,
LU1330,"NAVD 88
 ORTHO HEIGHT - 374.34 (+/-2cm) 1228.1 (feet) VERTCON3",1228.1,False,1225.1,
HR0911,"NAVD 88
 ORTHO HEIGHT - 374.37 (+/-2cm) 1228.2 (feet) VERTCON3",1228.2,False,1225.24,
LU1344,,,,,
JS0627,"NAVD 88
 ORTHO HEIGHT - 374.98 (+/-2cm) 1230.2 (feet) VERTCON3",1230.2,False,1227.55,
MX0505,"NAVD 88
 ORTHO HEIGHT - 375.461 (meters) 1231.83 (feet) ADJUSTED",1231.83,True,1228.44,
KT1578,"NAVD 88
 ORTHO HEIGHT - 376.03 (+/-2cm) 1233.7 (feet) VERTCON3",1233.7,False,1230.72,
KT0520,"NAVD 88
 ORTHO HEIGHT - 376.54 (+/-2cm) 1235.4 (feet) VERTCON3",1235.4,False,1232.66,
FU1400,"NAVD 88
 ORTHO HEIGHT - 375.398 (meters) 1231.62 (feet) ADJUSTED",1231.62,False,1228.91,
KT0550,"NAVD 88
 ORTHO HEIGHT - 376.75 (+/-2cm) 1236.1 (feet) VERTCON3",1236.1,False,1233.19,
KT1597,"NAVD 88
 ORTHO HEIGHT - 376.91 (+/-2cm) 1236.6 (feet) VERTCON3",1236.6,False,1233.58,
HS2304,,,,,
JS0800,"NAVD 88
 ORTHO HEIGHT - 376.98 (+/-2cm) 1236.8 (feet) VERTCON3",1236.8,False,1234.2,
LU1329,"NAVD 88
 ORTHO HEIGHT - 377.47 (+/-2cm) 1238.4 (feet) VERTCON3",1238.4,False,1235.37,
MX0506,"NAVD 88
 ORTHO HEIGHT - 377.422 (meters) 1238.26 (feet) ADJUSTED",1238.26,True,1234.98,
JS0811,"NAVD 88
 ORTHO HEIGHT - 377.27 (+/-2cm) 1237.8 (feet) VERTCON3",1237.8,False,1235.1,
JS0428,"NAVD 88
 ORTHO HEIGHT - 377.38 (+/-2cm) 1238.1 (feet) VERTCON3",1238.1,False,1235.21,
GU0580,"NAVD 88
 ORTHO HEIGHT - 377.67 (+/-2cm) 1239.1 (feet) VERTCON3",1239.1,False,1236.16,
KT0547,"NAVD 88
 ORTHO HEIGHT - 377.7 (meters) 1239. (feet) GPS OBS",1239.0,False,1236.09,
LU1648,,,,,
GU2374,"NAVD 88
 ORTHO HEIGHT - 377.76 (+/-2cm) 1239.4 (feet) VERTCON3",1239.4,False,1236.21,
KS0822,"NAVD 88
 ORTHO HEIGHT - 378.347 (meters) 1241.29 (feet) ADJUSTED",1241.29,True,1238.82,
FV0610,"NAVD 88
 ORTHO HEIGHT - 379.83 (+/-2cm) 1246.2 (feet) VERTCON3",1246.2,False,1243.21,
JS0431,,,,,
KT0551,"NAVD 88
 ORTHO HEIGHT - 379.87 (+/-2cm) 1246.3 (feet) VERTCON3",1246.3,False,1243.43,
GU0578,"NAVD 88
 ORTHO HEIGHT - 381.03 (+/-2cm) 1250.1 (feet) VERTCON3",1250.1,False,1247.16,
GU2331,"NAVD 88
 ORTHO HEIGHT - 381.15 (+/-2cm) 1250.5 (feet) VERTCON3",1250.5,False,1247.41,
GU2329,"NAVD 88
 ORTHO HEIGHT - 383.19 (+/-2cm) 1257.2 (feet) VERTCON3",1257.2,False,1254.09,
KT0257,"NAVD 88
 ORTHO HEIGHT - 383.36 (+/-2cm) 1257.7 (feet) VERTCON3",1257.7,False,1255.0,
HR0578,"NAVD 88
 ORTHO HEIGHT - 383.56 (+/-2cm) 1258.4 (feet) VERTCON3",1258.4,False,1255.69,
KT0549,"NAVD 88
 ORTHO HEIGHT - 384.92 (+/-2cm) 1262.9 (feet) VERTCON3",1262.9,False,1259.99,
KT1668,,,,,
LU1478,,,,,
MX0507,"NAVD 88
 ORTHO HEIGHT - 387.807 (meters) 1272.33 (feet) ADJUSTED",1272.33,True,1268.97,
GU2724,"NAVD 88
 ORTHO HEIGHT - 387.76 (+/-2cm) 1272.2 (feet) VERTCON3",1272.2,False,1269.28,
GU0540,"NAVD 88
 ORTHO HEIGHT - 389.06 (+/-2cm) 1276.4 (feet) VERTCON3",1276.4,False,1273.46,
FU1402,"NAVD 88
 ORTHO HEIGHT - 388.515 (meters) 1274.65 (feet) ADJUSTED",1274.65,False,1271.94,
JT1245,,,,,
KT1260,"NAVD 88
 ORTHO HEIGHT - 389.53 (+/-2cm) 1278.0 (feet) VERTCON3",1278.0,False,1275.07,
FU1403,"NAVD 88
 ORTHO HEIGHT - 390.329 (meters) 1280.60 (feet) ADJUSTED",1280.6,False,1277.89,
JS0366,"NAVD 88
 ORTHO HEIGHT - 391.43 (+/-2cm) 1284.2 (feet) VERTCON3",1284.2,False,1281.3,
MX0508,"NAVD 88
 ORTHO HEIGHT - 394.813 (meters) 1295.32 (feet) ADJUSTED",1295.32,True,1291.96,
GU2327,"NAVD 88
 ORTHO HEIGHT - 393.22 (+/-2cm) 1290.1 (feet) VERTCON3",1290.1,False,1286.99,
JT1246,"NAVD 88
 ORTHO HEIGHT - 395.16 (+/-2cm) 1296.5 (feet) VERTCON3",1296.5,False,1293.47,
LU0532,"NAVD 88
 ORTHO HEIGHT - 394.35 (+/-2cm) 1293.8 (feet) VERTCON3",1293.8,False,1291.18,
LU1328,"NAVD 88
 ORTHO HEIGHT - 395.61 (+/-2cm) 1297.9 (feet) VERTCON3",1297.9,False,1294.89,
JS0801,"NAVD 88
 ORTHO HEIGHT - 396.160 (meters) 1299.73 (feet) ADJUSTED",1299.73,False,1297.32,
KT0258,"NAVD 88
 ORTHO HEIGHT - 398.63 (+/-2cm) 1307.8 (feet) VERTCON3",1307.8,False,1305.03,
JT1252,"NAVD 88
 ORTHO HEIGHT - 397.82 (+/-2cm) 1305.2 (feet) VERTCON3",1305.2,False,1302.19,
HT0062,"NAVD 88
 ORTHO HEIGHT - 399.01 (+/-2cm) 1309.1 (feet) VERTCON3",1309.1,True,1306.05,
LU1346,"NAVD 88
 ORTHO HEIGHT - 399.08 (+/-2cm) 1309.3 (feet) VERTCON3",1309.3,False,1306.18,
LU1323,,,,,
FV0661,"NAVD 88
 ORTHO HEIGHT - 399.51 (+/-2cm) 1310.7 (feet) VERTCON3",1310.7,False,1307.69,
HR0580,"NAVD 88
 ORTHO HEIGHT - 399.84 (+/-2cm) 1311.8 (feet) VERTCON3",1311.8,False,1309.08,
HT0061,"NAVD 88
 ORTHO HEIGHT - 399.67 (+/-2cm) 1311.3 (feet) VERTCON3",1311.3,True,1308.22,
EW5596,"NAVD 88
 ORTHO HEIGHT - 399.696 (meters) 1311.34 (feet) ADJUSTED",1311.34,False,1308.77,
JS0446,"NAVD 88
 ORTHO HEIGHT - 399.72 (+/-2cm) 1311.4 (feet) VERTCON3",1311.4,False,1308.85,
KT1086,,,,,
MX0888,,,,,
JS0369,"NAVD 88
 ORTHO HEIGHT - 402.55 (+/-2cm) 1320.7 (feet) VERTCON3",1320.7,False,1317.8,
KT0259,"NAVD 88
 ORTHO HEIGHT - 402.90 (+/-2cm) 1321.8 (feet) VERTCON3",1321.8,False,1319.05,
KT1577,"NAVD 88
 ORTHO HEIGHT - 403.23 (+/-2cm) 1322.9 (feet) VERTCON3",1322.9,False,1319.94,
FU1275,"NAVD 88
 ORTHO HEIGHT - 403.804 (meters) 1324.81 (feet) ADJUSTED",1324.81,False,1322.07,
KT1084,"NAVD 88
 ORTHO HEIGHT - 405.33 (+/-2cm) 1329.8 (feet) VERTCON3",1329.8,False,1326.79,
JS0806,"NAVD 88
 ORTHO HEIGHT - 405.48 (+/-2cm) 1330.3 (feet) VERTCON3",1330.3,False,1327.62,
GU1720,,,,,
LU1327,"NAVD 88
 ORTHO HEIGHT - 406.20 (+/-2cm) 1332.7 (feet) VERTCON3",1332.7,False,1329.63,
KT0614,"NAVD 88
 ORTHO HEIGHT - 406.39 (+/-2cm) 1333.3 (feet) VERTCON3",1333.3,False,1330.61,
GU2335,"NAVD 88
 ORTHO HEIGHT - 406.03 (+/-2cm) 1332.1 (feet) VERTCON3",1332.1,False,1329.04,
KT0552,"NAVD 88
 ORTHO HEIGHT - 407.37 (+/-2cm) 1336.5 (feet) VERTCON3",1336.5,False,1333.74,
MX0509,"NAVD 88
 ORTHO HEIGHT - 406.959 (meters) 1335.16 (feet) ADJUSTED",1335.16,True,1331.81,
LV0219,"NAVD 88
 ORTHO HEIGHT - 407.76 (+/-2cm) 1337.8 (feet) VERTCON3",1337.8,True,1334.55,
JS0442,"NAVD 88
 ORTHO HEIGHT - 407.85 (+/-2cm) 1338.1 (feet) VERTCON3",1338.1,False,1335.29,
GU2697,"NAVD 88
 ORTHO HEIGHT - 408.45 (+/-2cm) 1340.1 (feet) VERTCON3",1340.1,False,1337.35,
HR0608,"NAVD 88
 ORTHO HEIGHT - 409.76 (+/-2cm) 1344.4 (feet) VERTCON3",1344.4,False,1341.46,
HR0474,,,,,
GU2725,"NAVD 88
 ORTHO HEIGHT - 409.37 (+/-2cm) 1343.1 (feet) VERTCON3",1343.1,False,1340.2,
KT0265,"NAVD 88
 ORTHO HEIGHT - 411.83 (+/-2cm) 1351.1 (feet) VERTCON3",1351.1,False,1348.41,
FU1406,"NAVD 88
 ORTHO HEIGHT - 412.097 (meters) 1352.02 (feet) ADJUSTED",1352.02,False,1349.29,
LU1649,,,,,
KT1604,"NAVD 88
 ORTHO HEIGHT - 414.18 (+/-2cm) 1358.9 (feet) VERTCON3",1358.9,False,1355.79,
HS2308,"NAVD 88
 ORTHO HEIGHT - 414.65 (+/-2cm) 1360.4 (feet) VERTCON3",1360.4,False,1357.6,
KT1108,"NAVD 88
 ORTHO HEIGHT - 416.59 (+/-2cm) 1366.8 (feet) VERTCON3",1366.8,False,1363.76,
JT1470,"NAVD 88
 ORTHO HEIGHT - 416.88 (+/-2cm) 1367.7 (feet) VERTCON3",1367.7,False,1364.68,
MX0510,"NAVD 88
 ORTHO HEIGHT - 418.867 (meters) 1374.23 (feet) ADJUSTED",1374.23,True,1370.92,
KT1572,"NAVD 88
 ORTHO HEIGHT - 418.66 (+/-2cm) 1373.6 (feet) VERTCON3",1373.6,False,1370.5,
MX0511,"NAVD 88
 ORTHO HEIGHT - 418.887 (meters) 1374.30 (feet) ADJUSTED",1374.3,True,1371.01,
KT0266,"NAVD 88
 ORTHO HEIGHT - 418.71 (+/-2cm) 1373.7 (feet) VERTCON3",1373.7,False,1370.96,
GU0593,,,,,
JT1255,,,,,
GU2730,"NAVD 88
 ORTHO HEIGHT - 420.11 (+/-2cm) 1378.3 (feet) VERTCON3",1378.3,False,1375.52,
HR0582,"NAVD 88
 ORTHO HEIGHT - 420.56 (+/-2cm) 1379.8 (feet) VERTCON3",1379.8,False,1377.05,
JS0335,,,,,
KT1245,"NAVD 88
 ORTHO HEIGHT - 421.37 (+/-2cm) 1382.4 (feet) VERTCON3",1382.4,False,1379.43,
GU2727,"NAVD 88
 ORTHO HEIGHT - 422.49 (+/-2cm) 1386.1 (feet) VERTCON3",1386.1,False,1383.28,
GU2465,"NAVD 88
 ORTHO HEIGHT - 423.30 (+/-2cm) 1388.8 (feet) VERTCON3",1388.8,False,1385.61,
HS2309,"NAVD 88
 ORTHO HEIGHT - 424.07 (+/-2cm) 1391.3 (feet) VERTCON3",1391.3,True,1388.47,
KS0836,"NAVD 88
 ORTHO HEIGHT - 424.522 (meters) 1392.79 (feet) ADJUSTED",1392.79,True,1390.48,
HS1037,"NAVD 88
 ORTHO HEIGHT - 425.54 (+/-2cm) 1396.1 (feet) VERTCON3",1396.1,False,1393.6,
HS1038,"NAVD 88
 ORTHO HEIGHT - 426.63 (+/-2cm) 1399.7 (feet) VERTCON3",1399.7,False,1397.2,
LU1405,"NAVD 88
 ORTHO HEIGHT - 427.72 (+/-2cm) 1403.3 (feet) VERTCON3",1403.3,False,1400.31,
JS0810,"NAVD 88
 ORTHO HEIGHT - 427.51 (+/-2cm) 1402.6 (feet) VERTCON3",1402.6,False,1399.93,
GU2551,,,,,
GU2466,"NAVD 88
 ORTHO HEIGHT - 428.97 (+/-2cm) 1407.4 (feet) VERTCON3",1407.4,False,1404.2,
MX0504,"NAVD 88
 ORTHO HEIGHT - 428.823 (meters) 1406.90 (feet) ADJUSTED",1406.9,True,1403.61,
KT0260,"NAVD 88
 ORTHO HEIGHT - 429.03 (+/-2cm) 1407.6 (feet) VERTCON3",1407.6,False,1404.79,
LU1343,"NAVD 88
 ORTHO HEIGHT - 429.79 (+/-2cm) 1410.1 (feet) VERTCON3",1410.1,False,1406.93,
GU2377,"NAVD 88
 ORTHO HEIGHT - 429.99 (+/-2cm) 1410.7 (feet) VERTCON3",1410.7,False,1407.53,
FU1270,"NAVD 88
 ORTHO HEIGHT - 430.538 (meters) 1412.52 (feet) ADJUSTED",1412.52,False,1409.77,
MX0886,,,,,
GU2376,"NAVD 88
 ORTHO HEIGHT - 431.06 (+/-2cm) 1414.2 (feet) VERTCON3",1414.2,False,1411.06,
LU1326,"NAVD 88
 ORTHO HEIGHT - 432.28 (+/-2cm) 1418.2 (feet) VERTCON3",1418.2,False,1415.21,
KT0261,"NAVD 88
 ORTHO HEIGHT - 432.43 (+/-2cm) 1418.7 (feet) VERTCON3",1418.7,False,1415.96,
MX0512,"NAVD 88
 ORTHO HEIGHT - 434.402 (meters) 1425.20 (feet) ADJUSTED",1425.2,True,1421.87,
