pid,ts,designation,stCounty,refFrame,epoch,lat,latDms,latP2p,lon,lonDms,lonP2p,ellHt,ellHtP2p,datum,orthoHt,orthoHtP2p,observed,agency,monumentType,monumentDesc,setting,specificSetting,stamping,stability,magnetic,condition,description
BBHT10,22095112116,941 5111 C,"CA,Solano County",NAD_83(2011),2010.0000,38.0450244694,N380242.08809,0.011,-122.1307459611,W1220750.68546,0.002,-27.282,0.009,NAVD88 (Computed using GEOID18),4.801,0.053,2022-02-25 16:56:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Footings of small/medium structures, ,5111 C 1988," May hold, commonly subject to ground movement", No magnetic material,G, 
BBHV15,22126175432,941 5498 B1,"CA,Solano County",NAD_83(2011),2010.0000,38.2351616306,N381406.58187,0.011,-122.0313520389,W1220152.86734,0.013,-29.354,0.013,NAVD88 (Computed using GEOID18),2.577,0.048,2022-03-31 19:04:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Object surrounded by mass of concrete,null,5498 B1 1977," May hold, commonly subject to ground movement", ,G, 
BBHV30,22132095556,941 5205 B TIDAL,"CA,Solano County",NAD_83(2011),2010.0000,38.0902391111,N380524.86080,0.007,-121.8853002694,W1215307.08097,0.003,-31.225,0.007,NAVD88 (Computed using GEOID18),1.029,0.059,2022-03-19 18:52:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Copper-clad steel rod without sleeve (10FT+ or 3.048M+), ,5205 B 1977, Monument will probably hold position well, Marker is a steel rod,G, 
BBHW21,22160165136,STA 2454,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9379174694,N375616.50289,0.003,-121.5338844500,W1213201.98402,0.004,-28.915,0.002,NAVD88 (Computed using GEOID18),3.354,0.063,2021-11-24 19:35:00+00:00,East Bay Municipal Utility District,Disk,Survey disk (other agency), Massive structures (other than listed below),null,P 2454 57.81 F 2454 56.77 8.48, Monument will probably hold position well, ,G,"Found 2.5"" brass disk flush in concrete water pipe foundation abutment approximately 2' SW'LY of NE corner of abutment, approximately 8' E'LY of the W edge of abutment, and approximately 20' E'LY of E edge of pavement of access road."
BBHW34,22166164741,BM 03 RESET,"CA,Kern County",NAD_83(2011),2010.0000,35.4416584111,N352629.97028,0.009,-119.1809074806,W1191051.26693,0.001,73.937,0.012,NAVD88 (Computed using GEOID18),107.584,0.060,2022-04-29 16:29:00+00:00,Diversified Project Services International,Disk,Disk not specified (see description), Set in top of concrete monument,null,NONE," May hold, commonly subject to ground movement", No magnetic material,G,"This monument is located in the intersection of Seventh Standard Road and West Beltway. The new monument is a 1.5 inch brass cap set in concrete protected by a hand access encasement. It is 80.20 ft SE from the NW power pole, 52.2 ft N from the S traffic signal, and 119 ft NW from the SE traffic signal."
BBHW66,22196124031,941 4835 3 RESET,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8912422306,N375328.47203,0.005,-121.4899961194,W1212923.98603,0.002,-26.059,0.004,NAVD88 (Computed using GEOID18),6.186,0.051,2022-03-22 14:58:00+00:00,"JOA Surveys, LLC",Disk,Vertical control disk, Massive structures (other than listed below),null,BM NO. 3 RESET 1997, Monument will probably hold position well, ,G, 
BBHW68,22193173219,941 4867 B,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9355095194,N375607.83427,0.006,-121.3339167111,W1212002.10016,0.004,-26.008,0.007,NAVD88 (Computed using GEOID18),5.928,0.048,2022-03-26 12:00:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk, Copper-clad steel rod without sleeve (10FT+ or 3.048M+),null,4867 B 1978, Monument will probably hold position well, Marker is a steel rod,G, 
BBHX34,22194150243,941 5004 14 BEC,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9859874611,N375909.55486,0.002,-121.3947993194,W1212341.27755,0.003,-33.961,0.005,NAVD88 (Computed using GEOID18),-2.035,0.051,2022-03-26 14:23:00+00:00,"JOA Surveys, LLC",Disk,Survey disk (other agency), Set in top of concrete monument,null,333/01.25 PT 14BEC," May hold, commonly subject to ground movement", ,G, 
BBHX35,22194141628,941 5021 D,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9941940694,N375939.09865,0.005,-121.4222669389,W1212520.16098,0.004,-32.333,0.004,NAVD88 (Computed using GEOID18),-0.374,0.050,2022-03-24 17:08:00+00:00,"JOA Surveys, LLC",Disk,Survey disk (other agency), Footings of small/medium structures,null,5021 D 2014," May hold, commonly subject to ground movement", ,G, 
BBHX36,22194141319,941 5021 E,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.9942332111,N375939.23956,0.006,-121.4226473889,W1212521.53060,0.006,-32.155,0.000,NAVD88 (Computed using GEOID18),-0.196,0.051,2022-03-24 08:24:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Footings of small/medium structures,null,5021 E 2014, Monument will probably hold position well, ,G, 
BBHX42,22195163525,941 5193 TIDAL 4,"CA,Sacramento County",NAD_83(2011),2010.0000,38.0847851500,N380505.22654,0.009,-121.6863077111,W1214110.70776,0.007,-27.956,0.011,NAVD88 (Computed using GEOID18),4.375,0.060,2022-03-21 19:09:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Copper-clad steel rod without sleeve (10FT+ or 3.048M+), ,TIDAL 4 1977, Monument will probably hold position well, ,G, 
BBHX43,22195171036,941 5198 B,"CA,San Joaquin County",NAD_83(2011),2010.0000,38.0816292694,N380453.86537,0.003,-121.5685521500,W1213406.78774,0.004,-29.204,0.007,NAVD88 (Computed using GEOID18),2.929,0.058,2022-03-30 07:44:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk, Unspecified deep unsleeved setting (10FT+ or 3.048M+),null,5198 B 1979, Monument will probably hold position well, ,G, 
BBHX55,22199060255,941 5229 B,"CA,Sacramento County",NAD_83(2011),2010.0000,38.0980332500,N380552.91970,0.005,-121.5690024306,W1213408.40875,0.004,-31.518,0.002,NAVD88 (Computed using GEOID18),0.583,0.058,2022-03-27 22:55:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk, Footings of small/medium structures,null,5229 B 1991," May hold, commonly subject to ground movement", ,G, 
BBHX57,22202133233,941 5229 D,"CA,Sacramento County",NAD_83(2011),2010.0000,38.0989914306,N380556.36915,0.009,-121.5687672111,W1213407.56196,0.006,-32.187,0.005,NAVD88 (Computed using GEOID18),-0.089,0.063,2022-03-27 23:28:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk, Light structures (other than listed below),null,5229 D 1991," May hold, commonly subject to ground movement", ,G, 
BBHX65,22201121728,941 5064 SJ 345,"CA,Contra Costa County",NAD_83(2011),2010.0000,38.0183629389,N380106.10658,0.007,-121.8152439611,W1214854.87826,0.013,-28.915,0.008,NAVD88 (Computed using GEOID18),3.361,0.064,2022-04-01 14:39:00+00:00,"JOA Surveys, LLC",Disk,Disk not specified (see description)," Pavement (street, sidewalk, curb, etc.)",null,SJ 345 LS 4802, Monuments of questionable or unknown reliability, ,G, 
BBHX70,22203065240,941 5479 A,"CA,Solano County",NAD_83(2011),2010.0000,38.2279365806,N381340.57169,0.009,-121.6732549389,W1214023.71778,0.005,-26.481,0.008,NAVD88 (Computed using GEOID18),5.584,0.058,2022-03-19 16:10:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk, Copper-clad steel rod without sleeve (10FT+ or 3.048M+),null,5479 A 1978, Monument will probably hold position well, ,G, 
BBHX71,22203065036,941 5479 D,"CA,Solano County",NAD_83(2011),2010.0000,38.2250382000,N381330.13752,0.016,-121.6728058889,W1214022.10120,0.011,-25.699,0.014,NAVD88 (Computed using GEOID18),6.371,0.058,2022-03-19 17:19:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk, Copper-clad steel rod without sleeve (10FT+ or 3.048M+),null,5479 D 1978, Monument will probably hold position well, Marker is a steel rod,G, 
BBHX72,22203064420,SL 57A,"CA,Sacramento County",NAD_83(2011),2010.0000,38.2419030694,N381430.85105,0.009,-121.5143381500,W1213051.61734,0.010,-23.763,0.028,NAVD88 (Computed using GEOID18),7.816,0.066,2022-03-15 18:13:00+00:00,"JOA Surveys, LLC",Disk,Bench mark disk," Pavement (street, sidewalk, curb, etc.)",null,SRB REC BD SL-57A," May hold, commonly subject to ground movement", No magnetic material,G, 
BBHX97,22220084443,941 5287 H,"CA,Sacramento County",NAD_83(2011),2010.0000,38.1284716611,N380742.49798,0.004,-121.5794705000,W1213446.09380,0.004,-28.508,0.007,NAVD88 (Computed using GEOID18),3.556,0.063,2022-03-17 16:00:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Copper-clad steel rod without sleeve (10FT+ or 3.048M+),null,5287 H 1978, Monument will probably hold position well, ,G, 
BBJF95,23073124608,VINA RESET,"CA,Tehama County",NAD_83(2011),2010.0000,39.9285628111,N395542.82612,0.008,-122.0272968111,W1220138.26852,0.011,49.799,0.046,NAVD88 (Computed using GEOID18),77.735,0.076,2023-03-06 21:34:00+00:00,California Department of Transportation,Disk,Survey disk (other agency), Set in top of concrete monument,Survey Brass Disk set in Concrete in Well,VINA RESET 2019 HOWARD PLS 7250," May hold, commonly subject to ground movement", Other (see description),G,"STATION IS LOCATED IN THE ""VINA HELITACK BASE"", 4520 HWY 99 IN TEHAMA COUNTY. THE STATION IS A METAL SURVEY DISK (STAMPED ""VINA RESET 2019 HOWARD PLS 7250"") SET IN A ROUND WELL WITH A METAL ACCESS LID THAT'S FLUSH WITH THE SURROUNDING ASPHALT. STATION IS LOCATED 77.7 FT SSW OF THE ENTRANCE DOOR TO A BUILDING MARKED ""OFFICE"", 71.7 FT WEST OF THE WESTERN CORNER OF THE HELICOPTER BAY/BUILDING, AND 51.3 FT SE OF THE SE EDGE OF A ROUND ISLAND WITH CURB PERIMETER."
BBJG68,23104135853,PT EDITH CROSS RNG F LT LLNR 6433,"CA,Solano County",NAD_83(2011),2010.0000,38.0653063389,N380355.10282,0.007,-122.0587848806,W1220331.62557,0.009,-24.710,0.022,NAVD88 (Computed using GEOID18),7.429,0.067,2023-04-06 15:51:00+00:00,Towill Incorporated,Landmark,Navigation light, Light structures (other than listed below),null,NONE," May hold, commonly subject to ground movement", Steel rod adjacent to monument,G,"THE STATION IS ABOUT 3.4 MI (5.47 KM) NORTHEAST OF THE BENICIA-MARTINEZ BRIDGE, 0.8 MI (1.29 KM) SOUTHWEST OF ROE ISLAND AND 0.8 MI (1.29 KM) NORTHWEST OF SEAL ISLAND.TO REACH THE STATION BY BOAT FROM THE BENICIA MARINA GO EAST 1.7 MI (2.74 KM) TO BULLS HEAD CHANNEL. 
THE STATION IS A QUICK FLASHING WHITE LIGHT MOUNTED ATOP A PILE WITH A RECTANGULAR RED DAYBOARD DISPLAYING A CENTRAL WHITE STRIPE. DESIGNATED AS NO. 6433 (LLNR 6433) IN U.S. COAST GUARD PUBLICATION LIGHT LIST, VOL. VI, 1990."
BBJW79,24310154556,ANJAR 2 RM 4,"CA,Kern County",NAD_83(2011),2010.0000,35.1619070306,N350942.86531,0.011,-119.1105896000,W1190638.12256,0.005,59.911,0.016,NAVD88 (Computed using GEOID18),94.030,0.059,2024-10-21 20:31:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk, Abutment or pier of large bridges, ,ANJAR 2 NO. 4 1980," May hold, commonly subject to ground movement", No magnetic material,G,"IN THE TOP OF THE NORTH END OF THE WEST CONCRETE CURB OF THE BRIDGE 50-296 ABUTMENT ON OLD RIVER ROAD OVER INTERSTATE HIGHWAY 5, 16 FEET NORTHWEST OF THE CENTERLINE OF THE ROAD AND ABOUT A HALF FOOT HIGHER THAN THE ROAD, SITS ABOUT 28FT NORTHEAST OF WHAT APPEARS TO BE A DESTROYED MARK Z 1208 (FU2248). A NGS RM ""ANJAR 4 NO. 4 1980"" SITS IN PLACE ON A NEWER ABUTMENT IN THE NE CORNER OF THE CURB AND 3617.35 FEET NORTH OF 19AA (FU2252)"
BBJY25,25007171746,941 6131 A,"CA,Yolo County",NAD_83(2011),2010.0000,38.5622412389,N383344.06846,0.005,-121.5463117611,W1213246.72234,0.009,-25.458,0.016,NAVD88 (Computed using GEOID18),5.426,0.060,2024-12-18 18:07:00+00:00,"JOA Surveys, LLC",Disk,Tidal station disk, Massive structures (other than listed below),null,6131 A 2024, Monument will probably hold position well, ,G, 
DA6810,20086171916,SLIDE RM 1,"CA,Tulare County",NAD_83(2011),2010.0000,35.8917172389,N355330.18206,0.002,-118.9885779306,W1185918.88055,0.005,174.945,0.008,NAVD88 (Computed using GEOID18),207.014,0.071,2019-09-17 16:26:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk,Set in top of concrete monument, ,SLIDE NO 1 1952,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
DA6886,22049183926,SUNRISE RM 1,"CA,Tulare County",NAD_83(2011),2010.0000,35.8914939000,N355329.37804,0.009,-119.4041111611,W1192414.80018,0.007,24.182,0.023,NAVD88 (Computed using GEOID18),57.834,0.072,2021-11-23 17:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,SUNRISE NO. 1 1975,May hold commonly subject to ground movement, ,S,"1975 TEXT. SET IN THE TOP OF A 12-INCH IN DIAMETER CONCRETE MONUMENT THAT PROJECTS ABOUT 6 INCHES ABOVE THE GROUND. IT IS 39.0 FEET NORTH OF THE CENTERLINE OF AVENUE 56, 108 FEET SOUTHWEST OF AVENUE 56 AND STATE HIGHWAY 43 CONNECTOR ROAD, 363 FEET EAST OF THE INTERSECTION OF AVENUE 56 AND STATE HIGHWAY 43 INTERSECTION, 256 FEET NORTHEAST OF A POWER POLE, 2.0 FEET WEST OF A STEEL WITNESS POST."
DA8201,21330135837,CAMERON RM 1,"CA,Tulare County",NAD_83(2011),2010.0000,36.1252759694,N360730.99349,0.008,-119.5291032500,W1193144.77170,0.006,26.973,0.010,NAVD88 (Computed using GEOID18),60.291,0.061,2021-11-23 16:42:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk,Abutment or pier of large bridges, ,CAMERON NO 1 1975,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
DA8234,20086172052,LAIRDS RM 1,"CA,Tulare County",NAD_83(2011),2010.0000,36.0437924000,N360237.65264,0.004,-119.2326556111,W1191357.56020,0.005,62.144,0.014,NAVD88 (Computed using GEOID18),94.773,0.068,2019-09-13 17:04:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,LAIRDS NO 1 1976,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
DA9422,22046145833,VISTA RM 1,"CA,Tulare County",NAD_83(2011),2010.0000,36.2028878611,N361210.39630,0.014,-119.4480983611,W1192653.15410,0.007,40.554,0.007,NAVD88 (Computed using GEOID18),73.309,0.059,2022-02-10 18:45:00+00:00,Provost & Pritchard Consulting Group, , ,Retaining wall or concrete ledge, ,VISTA NO 1 1975,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED. RM 2 ALSO IN GOOD CONDITION. SEARCHED FOR VISTA 2.5 FT BELOW RM 1. COULD NOT LOCATE AS LEVEE WAS BUILT UP 2 FT ABOVE ORIGINAL LOCATION. SURFACE MARK APPEARS TO BE DESTROYED. DID NOT SEARCH FOR SUBSURFACE MONUMENT.
DA9452,21361133045,WHITLEY RM 2,"CA,Kings County",NAD_83(2011),2010.0000,36.0980474611,N360552.97086,0.013,-119.5408496500,W1193227.05874,0.004,24.607,0.002,NAVD88 (Computed using GEOID18),58.067,0.060,2021-11-24 16:57:00+00:00,Provost & Pritchard Consulting Group,Disk,Reference mark disk,Set in top of concrete monument, ,WHITLEY NO 2 1975,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
DB5555,24067175713,NORMAN RM 1,"CA,Glenn County",NAD_83(2011),2010.0000,39.4075061806,N392427.02225,0.005,-122.1362919889,W1220810.65116,0.005,-5.056,0.011,NAVD88 (Computed using GEOID18),24.114,0.066,2024-03-04 01:58:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,NORMAN NO 1 1939,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DB7101,16225143515,COON RM 1,"CA,Butte County",NAD_83(2011),2010.0000,39.6769702444,N394037.09288,0.007,-121.7591008639,W1214532.76311,0.009,41.734,0.012,NAVD88 (Computed using GEOID18),69.203,0.046,2015-09-18 15:33:00+00:00,Quantum Spatial,Disk,Reference mark disk,Set in top of concrete monument, ,COON RM NO. 1 1972,May hold commonly subject to ground movement,No magnetic material,G,Recovered as described
DB7511,17243155102,PENTZ RM 2,"CA,Butte County",NAD_83(2011),2010.0000,39.6472578694,N393850.12833,0.010,-121.6312411111,W1213752.46800,0.002,68.877,0.007,NAVD88 (Computed using GEOID18),96.280,0.054,2017-08-30 18:54:00+00:00,California Department of Transportation,Disk,Reference mark disk,Set in top of concrete monument, ,PENTZ RM NO. 2 1974,May hold commonly subject to ground movement,No magnetic material,G, 
DE9128,24064140207,CAPITOL RESERVOIR,"CA,Sacramento County",NAD_83(2011),2010.0000,38.6506473500,N383902.33046,0.010,-121.5074099889,W1213026.67596,0.010,-25.950,0.020,NAVD88 (Computed using GEOID18),4.736,0.065,2024-02-29 17:36:00+00:00,Sacramento County California,Disk,Survey disk (other agency),Set in top of concrete monument, ,CITY OF SACRAMENTO GPS STA C-RES,May hold commonly subject to ground movement,No magnetic material,S, 
DF6215,23075151555,HPGN D CA 02 FG,"CA,Tehama County",NAD_83(2011),2010.0000,40.2701521000,N401612.54756,0.004,-122.5567200389,W1223324.19214,0.010,174.536,0.006,NAVD88 (Computed using GEOID18),203.479,0.070,2023-03-13 16:01:00+00:00,California Department of Transportation,Disk,Survey disk (other agency),Aluminum alloy rod without sleeve (10FT+ or 3.048M+), ,CA-HPGN-DENSIFICATION STA. 02-FG 1999,Monument will probably hold position well,No magnetic material,S, 
DG5902,21179143551,R 940 RESET,"CA,Merced County",NAD_83(2011),2010.0000,37.3023998389,N371808.63942,0.007,-120.6331963389,W1203759.50682,0.002,5.450,0.013,NAVD88 (Computed using GEOID18),37.615,0.052,2021-06-23 15:34:00+00:00,Provost & Pritchard Consulting Group,Disk,Vertical control disk,Mat foundation or concrete slab other than pavement, ,R 940 RESET 2002,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG6533,21347134936,BKR1 B,"CA,Kern County",NAD_83(2011),2010.0000,35.1373539500,N350814.47422,0.010,-119.1093815111,W1190633.77344,0.013,55.103,0.010,NAVD88 (Computed using GEOID18),89.187,0.057,2021-12-08 17:39:00+00:00,Provost & Pritchard Consulting Group,Disk,Vertical control disk,Massive retaining walls, ,BRK1 B 2004,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG7488,23017081237,SCKA,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8908718000,N375327.13848,0.002,-121.2354568111,W1211407.64452,0.006,-24.021,0.005,NAVD88 (Computed using GEOID18),7.874,0.049,2022-11-01 14:19:00+00:00,Flightline Geomatics Land Surveying & GIS,Rod,Metal rod,Stainless steel rod in sleeve (10FT+ or 3.048M+), ,SCK A 2004,Monument will probably hold position well,Marker is a steel rod,S,ROD IS LEANING SSE.
DG7489,23017081600,SCKB,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8851879806,N375306.67673,0.015,-121.2263104111,W1211334.71748,0.003,-23.099,0.006,NAVD88 (Computed using GEOID18),8.796,0.050,2022-11-01 14:15:00+00:00,Flightline Geomatics Land Surveying & GIS,Disk,Horizontal control disk,Set in top of concrete monument, ,SCK B 2004,May hold commonly subject to ground movement,No magnetic material,S, 
DG7490,23017081950,SCKC,"CA,San Joaquin County",NAD_83(2011),2010.0000,37.8973693194,N375350.52955,0.004,-121.2486102389,W1211454.99686,0.005,-24.872,0.008,NAVD88 (Computed using GEOID18),7.027,0.049,2022-11-01 14:26:00+00:00,Flightline Geomatics Land Surveying & GIS,Disk,Horizontal control disk,Retaining wall or concrete ledge, ,SCK C 2004,May hold commonly subject to ground movement,No magnetic material,S, 
DG9696,19238131210,JEDEDIAH,"CA,Fresno County",NAD_83(2011),2010.0000,36.8086907611,N364831.28674,0.007,-119.7857110000,W1194708.55960,0.006,66.839,0.002,NAVD88 (Computed using GEOID18),98.754,0.065,2019-08-20 13:35:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,JEDEDIAH 2004,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG9697,19238131812,12193003 AVE 7 SLC,"CA,Madera County",NAD_83(2011),2010.0000,36.8516904806,N365106.08573,0.006,-119.9452759306,W1195642.99335,0.005,64.714,0.019,NAVD88 (Computed using GEOID18),97.104,0.071,2019-08-12 14:01:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,12193003 AVE.7 SLC,May hold commonly subject to ground movement,No magnetic material,G,FOUND IN GOOD CONDITION AS DESCRIBED
DG9698,20301154633,LLEWELLIN,"CA,Fresno County",NAD_83(2011),2010.0000,36.7505102000,N364501.83672,0.003,-119.7766583194,W1194635.96995,0.006,59.133,0.009,NAVD88 (Computed using GEOID18),91.151,0.067,2020-10-23 15:07:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,LLEWELLIN 2004,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG9699,19154124440,BRIAR,"CA,Fresno County",NAD_83(2011),2010.0000,36.8231588389,N364923.37182,0.006,-119.7164024889,W1194259.04896,0.012,76.610,0.014,NAVD88 (Computed using GEOID18),108.230,0.068,2019-05-31 12:42:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,BRIAR 2004,May hold commonly subject to ground movement,No magnetic material,S,Found in good condition as described
DG9700,19232082056,RANDALL,"CA,Fresno County",NAD_83(2011),2010.0000,36.7523744806,N364508.54813,0.012,-119.7000248694,W1194200.08953,0.003,68.223,0.012,NAVD88 (Computed using GEOID18),99.955,0.066,2019-08-14 13:17:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,RANDALL 2004,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG9701,19148160334,GENTRY,"CA,Fresno County",NAD_83(2011),2010.0000,36.8521598694,N365107.77553,0.002,-119.7258521111,W1194333.06760,0.010,79.620,0.005,NAVD88 (Computed using GEOID18),111.227,0.065,2019-05-23 13:15:00+00:00,Provost & Pritchard Consulting Group,Disk,Disk not specified (see description),Light structures (other than listed below), ,GENTRY 2004,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD DESCRIPTION AS DESCRIBED
DG9702,20301160159,JM 28 A,"CA,Fresno County",NAD_83(2011),2010.0000,36.8193783194,N364909.76195,0.001,-119.6101362000,W1193636.49032,0.006,92.163,0.010,NAVD88 (Computed using GEOID18),123.334,0.070,2020-10-23 16:00:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,JM 28 A,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG9703,19232082133,TABITHA,"CA,Fresno County",NAD_83(2011),2010.0000,36.8099714306,N364835.89715,0.006,-119.6995798000,W1194158.48728,0.006,77.954,0.014,NAVD88 (Computed using GEOID18),109.532,0.069,2019-08-14 12:56:00+00:00,Provost & Pritchard Consulting Group,Disk,Disk not specified (see description),Pavement (street sidewalk curb etc.), ,TABITHA 2004,Monuments of questionable or unknown reliability,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DG9704,19232080858,JM 118,"CA,Fresno County",NAD_83(2011),2010.0000,36.7721744694,N364619.82809,0.010,-119.6102142611,W1193636.77134,0.007,83.193,0.007,NAVD88 (Computed using GEOID18),114.468,0.066,2019-08-16 00:24:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,JM 118,Monument will probably hold position well,No magnetic material,G,FOUND IN GOOD CONDITION AS DESCRIBED
DG9705,19219132951,ERIKA,"CA,Fresno County",NAD_83(2011),2010.0000,36.8662355611,N365158.44802,0.003,-119.6151379194,W1193654.49651,0.004,104.238,0.009,NAVD88 (Computed using GEOID18),135.330,0.067,2019-07-30 14:05:00+00:00,Provost & Pritchard Consulting Group,Disk,Disk not specified (see description),Light structures (other than listed below), ,ERIKA 2004,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3649,23065145958,60.64,"CA,Glenn County",NAD_83(2011),2010.0000,39.3996408694,N392358.70713,0.006,-122.2880330194,W1221716.91887,0.006,36.287,0.005,NAVD88 (Computed using GEOID18),65.717,0.070,2023-03-02 21:40:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive retaining walls, ,60.64,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3650,20050082108,LOGAN,"CA,Glenn County",NAD_83(2011),2010.0000,39.4655969389,N392756.14898,0.002,-122.1961649194,W1221146.19371,0.001,12.891,0.009,NAVD88 (Computed using GEOID18),42.029,0.068,2020-02-14 14:08:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Abutment or pier of large bridges, ,LOGAN 2003,Most reliable; expected to hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3651,23065152012,MINOR,"CA,Glenn County",NAD_83(2011),2010.0000,39.4644187306,N392751.90743,0.006,-122.1366401694,W1220811.90461,0.004,1.602,0.010,NAVD88 (Computed using GEOID18),30.586,0.066,2023-03-02 22:10:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,MINOR 2003,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3652,24067144952,LARKINS,"CA,Glenn County",NAD_83(2011),2010.0000,39.4927583694,N392933.93013,0.009,-122.0875983000,W1220515.35388,0.007,2.207,0.011,NAVD88 (Computed using GEOID18),30.946,0.068,2024-03-03 17:31:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,LARKINS 2003,Monument will probably hold position well,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
DH3653,25027104033,WILLOW,"CA,Glenn County",NAD_83(2011),2010.0000,39.4359342194,N392609.36319,0.004,-122.0761192389,W1220434.02926,0.001,-3.464,0.008,NAVD88 (Computed using GEOID18),25.434,0.062,2025-01-19 17:38:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Retaining wall or concrete ledge, ,WILLOW 2003,Monument will probably hold position well,No magnetic material,S,"Mark is located in the California's central valley where subsidence, although minimal in northern California, is caused by over pumping of ground water."
DH3654,25027104553,11 227 CADH,"CA,Glenn County",NAD_83(2011),2010.0000,39.4640574306,N392750.60675,0.004,-121.9253902889,W1215531.40504,0.001,-1.892,0.008,NAVD88 (Computed using GEOID18),26.527,0.055,2025-01-19 18:13:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Abutment or pier of large bridges, ,11 227 CADH,Monument will probably hold position well,No magnetic material,S,"Mark is located in the California's central valley where subsidence, although minimal in northern California, is caused by over pumping of ground water."
