pid,ts,designation,stCounty,refFrame,epoch,lat,latDms,latP2p,lon,lonDms,lonP2p,ellHt,ellHtP2p,datum,orthoHt,orthoHtP2p,observed,agency,monumentType,monumentDesc,setting,specificSetting,stamping,stability,magnetic,condition,description
FU0676,21361132629,C 458,"CA,Tulare County",NAD_83(2011),2010.0000,35.8672913611,N355202.24890,0.007,-119.3872928000,W1192314.25408,0.004,26.216,0.024,NAVD88 (Computed using GEOID18),59.839,0.073,2021-11-24 17:50:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,C 458 1954,May hold commonly subject to ground movement,Other (see description),S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0682,21326154411,P 541,"CA,Kern County",NAD_83(2011),2010.0000,35.7175763806,N354303.27497,0.017,-119.4372212194,W1192613.99639,0.015,35.583,0.021,NAVD88 (Computed using GEOID18),69.638,0.077,2021-11-19 19:00:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,P 541 1957,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0692,21326155356,K 456,"CA,Kern County",NAD_83(2011),2010.0000,35.7176408500,N354303.50706,0.002,-119.4015315500,W1192405.51358,0.008,38.853,0.033,NAVD88 (Computed using GEOID18),72.775,0.083,2021-11-19 18:53:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,K 456 1953,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0704,19294161605,ALPAUGH 2 AZ,"CA,Tulare County",NAD_83(2011),2010.0000,35.8874784500,N355314.92242,0.003,-119.4559554194,W1192721.43951,0.020,26.146,0.051,NAVD88 (Computed using GEOID18),59.983,0.098,2019-10-14 19:57:00+00:00,Provost & Pritchard Consulting Group,Disk,Azimuth mark disk,Set in top of concrete monument, ,ALPAUGH 2 1960,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0706,20328165252,L 755,"CA,Tulare County",NAD_83(2011),2010.0000,35.8910451306,N355327.76247,0.005,-119.4292555806,W1192545.32009,0.005,25.014,0.014,NAVD88 (Computed using GEOID18),58.754,0.073,2020-11-11 17:53:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,L 755 1948,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0711,21330130914,D 541,"CA,Tulare County",NAD_83(2011),2010.0000,35.9639972194,N355750.38999,0.007,-119.3934433306,W1192336.39599,0.002,28.600,0.021,NAVD88 (Computed using GEOID18),62.078,0.072,2021-11-22 17:05:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,D 541 1957,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0729,21326074233,E 755,"CA,Tulare County",NAD_83(2011),2010.0000,35.8198905889,N354911.60612,0.017,-119.4823693500,W1192856.52966,0.008,26.153,0.034,NAVD88 (Computed using GEOID18),60.202,0.084,2021-11-19 17:03:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,E 755 1948,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0731,21326154504,C 755,"CA,Tulare County",NAD_83(2011),2010.0000,35.8499058194,N355059.66095,0.009,-119.4826080500,W1192857.38898,0.002,26.644,0.007,NAVD88 (Computed using GEOID18),60.636,0.068,2021-11-17 17:33:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,C 755 1948,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0756,22031084636,PTS 44 USGS,"CA,Tulare County",NAD_83(2011),2010.0000,35.8436448389,N355037.12142,0.008,-119.3740648306,W1192226.63339,0.001,29.450,0.013,NAVD88 (Computed using GEOID18),63.053,0.068,2022-01-27 16:22:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,PT NO 44S 218 1925,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0758,22059063707,230.5 USGS,"CA,Tulare County",NAD_83(2011),2010.0000,35.8235539194,N354924.79411,0.010,-119.3670053611,W1192201.21930,0.006,32.524,0.017,NAVD88 (Computed using GEOID18),66.130,0.070,2022-02-23 18:10:00+00:00,Provost & Pritchard Consulting Group,Other,Chiseled square,Light structures (other than listed below), , ,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0761,22031084457,PTS 43 USGS,"CA,Tulare County",NAD_83(2011),2010.0000,35.7949777111,N354741.91976,0.009,-119.3572864111,W1192126.23108,0.001,36.434,0.019,NAVD88 (Computed using GEOID18),70.050,0.071,2022-01-27 16:39:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,PT NO 43S 239 1925,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0783,22031084248,R 756 RESET 1959,"CA,Kern County",NAD_83(2011),2010.0000,35.7614695389,N354541.29034,0.014,-119.2584257694,W1191530.33277,0.005,56.804,0.012,NAVD88 (Computed using GEOID18),90.107,0.073,2022-01-27 17:10:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,R 756 RESET 1959,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0788,23334141455,A 948,"CA,Tulare County",NAD_83(2011),2010.0000,35.8192670306,N354909.36131,0.007,-119.2596667194,W1191534.80019,0.006,56.656,0.018,NAVD88 (Computed using GEOID18),89.830,0.081,2023-11-28 19:12:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Copper-clad steel rod without sleeve (10FT+ or 3.048M+), ,A 948 1959,Monument will probably hold position well,Marker is a steel rod,S,FOUND AS PREVIOUSLY DESCRIBED.
FU0794,20135180155,24 25 15 F USBR,"CA,Tulare County",NAD_83(2011),2010.0000,35.8482917111,N355053.85016,0.004,-119.2592729111,W1191533.38248,0.004,56.029,0.011,NAVD88 (Computed using GEOID18),89.145,0.071,2020-05-13 16:20:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,24-25-15F,May hold commonly subject to ground movement, ,S,"FOUND IN GOOD CONDITION. ALL TIES HAVE BEEN REMOVED OR REPLACED. GUYED POWER POLE 1018558E HAS BEEN MOVED 3.5 NE OF THE MARK. OBSERVATIONS WERE TAKEN FROM THE CENTER PUNCH AND NOT FROM THE ""ABO OF ABOVE"" AS MENTIONED IN DATA SHEET."
FU0813,22031085515,A 756 RESET,"CA,Tulare County",NAD_83(2011),2010.0000,35.8920427611,N355331.35394,0.009,-119.2242049194,W1191327.13771,0.006,61.862,0.017,NAVD88 (Computed using GEOID18),94.760,0.073,2022-01-26 17:47:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,A 756 RESET 1963,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0818,22031085723,B 756 RESET,"CA,Tulare County",NAD_83(2011),2010.0000,35.8918572806,N355330.68621,0.008,-119.2059818194,W1191221.53455,0.004,67.692,0.027,NAVD88 (Computed using GEOID18),100.521,0.079,2022-01-26 17:36:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,B 756 RESET,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0824,20190181153,E 759 RESET,"CA,Tulare County",NAD_83(2011),2010.0000,35.8918011194,N355330.48403,0.010,-119.1792359389,W1191045.24938,0.019,78.195,0.020,NAVD88 (Computed using GEOID18),110.927,0.078,2020-06-30 17:16:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,E 759 RESET 1963,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0825,20190175736,23 26 33 G USBR,"CA,Tulare County",NAD_83(2011),2010.0000,35.8847336000,N355305.04096,0.010,-119.1791812500,W1191045.05250,0.012,79.758,0.017,NAVD88 (Computed using GEOID18),112.501,0.074,2020-06-30 17:20:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Set in top of concrete monument, ,23-26-33G,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0832,19259162136,D 454,"CA,Tulare County",NAD_83(2011),2010.0000,35.8919205306,N355330.91391,0.005,-119.1519460000,W1190907.00560,0.010,90.583,0.013,NAVD88 (Computed using GEOID18),123.221,0.073,2019-09-10 17:47:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Pavement (street sidewalk curb etc.), ,D 454 109.47,Monuments of questionable or unknown reliability, ,G,FOUND IN GOOD CONDITION AS DESCRIBED
FU0839,22031091123,Z 1156 RESET 1965,"CA,Tulare County",NAD_83(2011),2010.0000,35.8919261500,N355330.93414,0.005,-119.1261046111,W1190733.97660,0.005,98.003,0.024,NAVD88 (Computed using GEOID18),130.554,0.077,2022-01-26 17:11:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,Z 1156 RESET 1965,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0840,19343111132,Y 540,"CA,Tulare County",NAD_83(2011),2010.0000,35.9065497306,N355423.57903,0.021,-119.1482066889,W1190853.54408,0.019,87.977,0.047,NAVD88 (Computed using GEOID18),120.578,0.093,2019-12-06 18:34:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,Y 540 1957,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0843,20204161138,P 540,"CA,Tulare County",NAD_83(2011),2010.0000,35.9353876500,N355607.39554,0.006,-119.1338352889,W1190801.80704,0.011,91.149,0.017,NAVD88 (Computed using GEOID18),123.654,0.073,2020-06-17 17:57:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,P 540,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0848,19259175517,E 1159,"CA,Tulare County",NAD_83(2011),2010.0000,35.9210231611,N355515.68338,0.002,-119.1794216806,W1191045.91805,0.002,74.283,0.018,NAVD88 (Computed using GEOID18),106.968,0.076,2019-09-13 17:23:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,E 1159 1962,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0852,20190175612,J 759,"CA,Tulare County",NAD_83(2011),2010.0000,35.9499113500,N355659.68086,0.010,-119.1795440889,W1191046.35872,0.001,70.962,0.014,NAVD88 (Computed using GEOID18),103.599,0.070,2020-06-30 16:55:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,J 759 1948,May hold commonly subject to ground movement, ,S,MARK HAS CONSIDERABLE WEAR FROM TRACTOR BLADES ACROSS THE FACE OF THE MARK AND THE CONCRETE PEDESTAL. APPEARS TO HAVE A SLIGHT TILT.
FU0859,20190175432,F 541,"CA,Tulare County",NAD_83(2011),2010.0000,35.9642860500,N355751.42978,0.006,-119.1785889806,W1191042.92033,0.007,71.881,0.029,NAVD88 (Computed using GEOID18),104.487,0.082,2020-06-29 18:14:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,F 541 1957,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0862,20190175304,22 26 33 B USBR,"CA,Tulare County",NAD_83(2011),2010.0000,35.9787653500,N355843.55526,0.008,-119.1787442389,W1191043.47926,0.009,71.811,0.017,NAVD88 (Computed using GEOID18),104.389,0.073,2020-06-29 18:09:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,22-26-33B,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0888,19260080648,BERT AZ MK,"CA,Kern County",NAD_83(2011),2010.0000,35.7723263500,N354620.37486,0.005,-119.0529729111,W1190310.70248,0.006,171.715,0.013,NAVD88 (Computed using GEOID18),204.277,0.071,2019-09-13 17:55:00+00:00,Provost & Pritchard Consulting Group,Disk,Azimuth mark disk,Set in top of concrete monument, ,BERT 1952,May hold commonly subject to ground movement,No magnetic material,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0893,23065144722,X 757,"CA,Tulare County",NAD_83(2011),2010.0000,35.8187373500,N354907.45446,0.003,-119.0537450111,W1190313.48204,0.005,141.930,0.060,NAVD88 (Computed using GEOID18),174.381,0.099,2023-02-28 19:04:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,X 757 1948,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0900,23065174153,S 540,"CA,Tulare County",NAD_83(2011),2010.0000,35.8494617500,N355058.06230,0.003,-119.0699590111,W1190411.85244,0.005,123.609,0.057,NAVD88 (Computed using GEOID18),156.051,0.096,2023-02-28 18:30:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,S 540 1957 39 D,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED. CONCRETE COLLAR HAS SUBSIDED .4 FT BELOW MARK
FU0907,23065144410,T 822,"CA,Tulare County",NAD_83(2011),2010.0000,35.8282032000,N354941.53152,0.011,-119.0917279694,W1190530.22069,0.004,116.132,0.012,NAVD88 (Computed using GEOID18),148.686,0.070,2023-02-28 18:16:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,T 822 1947,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0909,23065143846,T 288,"CA,Tulare County",NAD_83(2011),2010.0000,35.8152893611,N354855.04170,0.004,-119.0997356000,W1190559.04816,0.005,115.287,0.061,NAVD88 (Computed using GEOID18),147.892,0.098,2023-02-28 17:49:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Retaining wall or concrete ledge, ,T 288 1935,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0910,20149084527,U 822,"CA,Tulare County",NAD_83(2011),2010.0000,35.8051794000,N354818.64584,0.005,-119.1062251806,W1190622.41065,0.010,119.099,0.031,NAVD88 (Computed using GEOID18),151.747,0.082,2020-05-22 18:00:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,U 822 1947,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED. RAILROAD HAS BEEN REMOVED BUT BERM REMAINS. WITNESS POST HAS BEEN SEVERED AND BASE OF POST REMAINS BENT NEXT TO MARK WHICH IS NOW 1ft bgs
FU0935,19259173628,Q 288,"CA,Tulare County",NAD_83(2011),2010.0000,35.8932013389,N355335.52482,0.007,-119.0456496694,W1190244.33881,0.009,132.938,0.008,NAVD88 (Computed using GEOID18),165.210,0.068,2019-09-12 15:54:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,Q 288 1935,May hold commonly subject to ground movement,No magnetic material,G,MARK WAS SLIGHTLY HIT AND SOME DAMAGE OCCURRED TO THE PEDISTAL AND AROUND THE DISK. CENTER PUNCH WAS UNSCATHED. OTHERWISE IN GOOD CONDITION AND SOLID AS DESCRIBED.
FU0959,19263133003,TERRA BELLA AZ,"CA,Tulare County",NAD_83(2011),2010.0000,35.9921253889,N355931.65140,0.003,-119.0437933889,W1190237.65620,0.013,107.260,0.014,NAVD88 (Computed using GEOID18),139.325,0.074,2019-09-18 16:44:00+00:00,Provost & Pritchard Consulting Group,Disk,Azimuth mark disk,Set in top of concrete monument, ,TERRA BELLA 1952,May hold commonly subject to ground movement, ,G,FOUND IN GOOD CONDITION AS DESCRIBED EXCEPTING TELEGRAPH POLE HAS BEEN MOVED 6 FEET SOUTH OF THE MONUMENT AND WITNESS POST NO LONGER REMAINS.
FU0966,20174115106,Z 457 USBR,"CA,Tulare County",NAD_83(2011),2010.0000,35.9635032889,N355748.61184,0.009,-119.1073759000,W1190626.55324,0.002,91.116,0.015,NAVD88 (Computed using GEOID18),123.481,0.074,2020-06-17 17:33:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), ,Z 457,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU0969,20204161238,M 540,"CA,Tulare County",NAD_83(2011),2010.0000,35.9498835111,N355659.58064,0.007,-119.1215152806,W1190717.45501,0.011,91.287,0.012,NAVD88 (Computed using GEOID18),123.725,0.071,2020-06-17 17:43:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Massive structures (other than listed below), ,M 540,Monument will probably hold position well, ,S,FOUND IN GOOD CONDITION AS DESCRIBED. MARK APPEARS TO BE THE ORIGINAL DISK ON THE ORIGINAL ABUTMENT OF THE BRIDGE OVER THE FRIANT KERN CANAL HOWEVER WITHOUT THE STAMPING OF M 540.
FU0971,22013161537,102.68 USBR,"CA,Tulare County",NAD_83(2011),2010.0000,35.9780450306,N355840.96211,0.004,-119.1067300306,W1190624.22811,0.002,90.439,0.030,NAVD88 (Computed using GEOID18),122.775,0.077,2022-01-10 16:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Unspecified setting, , ,Monuments of questionable or unknown reliability, ,G,FOUND IN GOOD CONDITION AS DESCRIBED
FU0972,19259154408,101.66 USBR,"CA,Tulare County",NAD_83(2011),2010.0000,35.9933294694,N355935.98609,0.017,-119.1070664611,W1190625.43926,0.019,92.167,0.057,NAVD88 (Computed using GEOID18),124.473,0.092,2019-09-09 23:46:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), , ,Monuments of questionable or unknown reliability, ,G,FOUND IN GOOD CONDITION AS DESCRIBED
FU1018,22031084104,402.802 USBR,"CA,Kern County",NAD_83(2011),2010.0000,35.7467269694,N354448.21709,0.009,-119.1827136694,W1191057.76921,0.002,89.662,0.028,NAVD88 (Computed using GEOID18),122.725,0.076,2022-01-27 17:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), ,402.802,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1056,23334133519,G 829 RESET 1966,"CA,Kern County",NAD_83(2011),2010.0000,35.7451850806,N354442.66629,0.018,-119.2385109694,W1191418.63949,0.022,61.455,0.007,NAVD88 (Computed using GEOID18),94.723,0.071,2023-11-27 17:25:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,G 829 1947 RESET 1966,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1070,19189143847,B 458,"CA,Tulare County",NAD_83(2011),2010.0000,35.9641503500,N355750.94126,0.018,-119.2595382694,W1191534.33777,0.012,51.081,0.037,NAVD88 (Computed using GEOID18),84.016,0.084,2019-07-01 18:18:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,B 458 1954,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1115,23334141414,EARLIMART,"CA,Tulare County",NAD_83(2011),2010.0000,35.8923175306,N355332.34311,0.010,-119.2761933306,W1191634.29599,0.004,47.795,0.010,NAVD88 (Computed using GEOID18),80.910,0.067,2023-11-28 18:58:00+00:00,Provost & Pritchard Consulting Group,Disk,Triangulation station disk,Set in top of concrete monument, ,EARLIMART 1931,May hold commonly subject to ground movement, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1118,22059063836,R 457,"CA,Tulare County",NAD_83(2011),2010.0000,35.8919653194,N355331.07515,0.004,-119.3031463306,W1191811.32679,0.001,40.299,0.022,NAVD88 (Computed using GEOID18),73.535,0.074,2022-02-23 17:05:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,R 457 1953,May hold commonly subject to ground movement, ,S,FOUND AS DESCRIBED. CONCRETE PILLAR HAS MAJOR DAMAGE AND TRACTOR BLADE SCARS ACROSS THE FACE OF THE MARK. MARK STILL APPEARS SOLID AND UNMOVED.
FU1126,21330131000,D 760,"CA,Tulare County",NAD_83(2011),2010.0000,35.9207959111,N355514.86528,0.010,-119.3755397000,W1192231.94292,0.003,28.001,0.009,NAVD88 (Computed using GEOID18),61.497,0.070,2021-11-22 17:29:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,D 760 1948,May hold commonly subject to ground movement, ,G,FOUND IN GOOD CONDITION AS DESCRIBED
FU1137,20170191319,K 455 USBR,"CA,Kern County",NAD_83(2011),2010.0000,35.7614679694,N354541.28469,0.005,-119.1769120389,W1191036.88334,0.007,91.213,0.005,NAVD88 (Computed using GEOID18),124.215,0.068,2020-06-16 17:10:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Massive structures (other than listed below), ,K 455 118.96,Monument will probably hold position well, ,G,FOUND IN GOOD CONDITION AS DESCRIBED
FU1158,20170191610,J 455 USBR,"CA,Kern County",NAD_83(2011),2010.0000,35.7686809611,N354607.25146,0.006,-119.1769654306,W1191037.07555,0.006,91.289,0.013,NAVD88 (Computed using GEOID18),124.271,0.069,2020-06-16 17:26:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), ,J 455 118.46,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1159,20170191456,H 455 USBR,"CA,Kern County",NAD_83(2011),2010.0000,35.7759169694,N354633.30109,0.004,-119.1782701889,W1191041.77268,0.008,91.466,0.007,NAVD88 (Computed using GEOID18),124.433,0.069,2020-06-16 17:18:00+00:00,Provost & Pritchard Consulting Group,Disk,Survey disk (other agency),Light structures (other than listed below), ,H 455 117.95,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1168,19336101430,W 945,"CA,Tulare County",NAD_83(2011),2010.0000,35.8004076694,N354801.46761,0.006,-119.1519456389,W1190907.00430,0.006,103.315,0.035,NAVD88 (Computed using GEOID18),136.125,0.080,2019-11-19 18:03:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Light structures (other than listed below), ,W 945 1959,Monuments of questionable or unknown reliability, ,S,FOUND IN GOOD CONDITION AS DESCRIBED
FU1172,19336095132,C 758,"CA,Tulare County",NAD_83(2011),2010.0000,35.8048895000,N354817.60220,0.019,-119.2326408194,W1191357.50695,0.011,66.984,0.027,NAVD88 (Computed using GEOID18),100.081,0.080,2019-11-19 17:38:00+00:00,Provost & Pritchard Consulting Group,Disk,Bench mark disk,Set in top of concrete monument, ,C 758 1948,May hold commonly subject to ground movement, ,G,FOUND IN GOOD CONDITION AS DESCRIBED
